filename,start_time,end_time,confidence,scientific_name,primary_label
1564122/CSA34195.ogg,0.0,5.0,0.9949395656585692,,1564122
1564122/CSA34196.ogg,0.0,5.0,0.9985449314117432,,1564122
1564122/CSA34197.ogg,0.0,5.0,0.9992610812187196,,1564122
1564122/CSA34198.ogg,0.0,5.0,0.9911834001541138,,1564122
1564122/CSA34199.ogg,0.0,5.0,0.9979119896888732,,1564122
1564122/CSA34200.ogg,0.0,5.0,0.9956551790237428,,1564122
21116/iNat296867.ogg,0.0,5.0,0.9988147020339966,,21116
21211/XC896828.ogg,0.0,5.0,0.7773952484130859,,21211
21211/XC896860.ogg,0.0,5.0,0.9657440185546876,,21211
21211/XC913839.ogg,0.0,5.0,0.8859740495681763,,21211
21211/XC913858.ogg,0.0,5.0,0.7511364817619324,,21211
21211/XC913859.ogg,0.0,5.0,0.9991969466209412,,21211
21211/XC913881.ogg,0.0,5.0,0.9925742149353028,,21211
21211/XC913887.ogg,0.0,5.0,0.5472337603569031,,21211
21211/XC913893.ogg,0.0,5.0,0.9976677298545836,,21211
21211/XC913894.ogg,0.0,5.0,0.9972590208053588,,21211
21211/XC913976.ogg,0.0,5.0,0.9995774626731871,,21211
21211/XC913977.ogg,0.0,5.0,0.999551236629486,,21211
21211/XC913978.ogg,0.0,5.0,0.9986764788627625,,21211
21211/XC913992.ogg,0.0,5.0,0.997413456439972,,21211
21211/XC913997.ogg,0.0,5.0,0.8196003437042236,,21211
21211/XC913998.ogg,0.0,5.0,0.6547465324401855,,21211
21211/XC914013.ogg,0.0,5.0,0.964033305644989,,21211
21211/XC914028.ogg,0.0,5.0,0.8557665348052979,,21211
21211/XC917437.ogg,0.0,5.0,0.9992480874061584,,21211
21211/XC917444.ogg,0.0,5.0,0.996117353439331,,21211
22973/iNat992788.ogg,0.0,5.0,0.9360479712486268,,22973
22976/iNat77271.ogg,0.0,5.0,0.9878354668617249,,22976
41970/XC564866.ogg,0.0,5.0,0.999027132987976,,41970
41970/XC564867.ogg,0.0,5.0,0.9986500144004822,,41970
41970/XC564870.ogg,0.0,5.0,0.99977046251297,,41970
41970/XC564872.ogg,0.0,5.0,0.9976256489753724,,41970
41970/XC564888.ogg,0.0,5.0,0.999703586101532,,41970
42007/iNat106462.ogg,0.0,5.0,0.9759801626205444,,42007
517119/iNat1219156.ogg,0.0,5.0,0.9813674092292786,,517119
517119/iNat594133.ogg,0.0,5.0,0.9659644365310668,,517119
517119/iNat956048.ogg,0.0,5.0,0.9829108119010924,,517119
548639/CSA34185.ogg,0.0,5.0,0.9993599057197572,,548639
548639/CSA34186.ogg,0.0,5.0,0.9991307854652404,,548639
548639/CSA34189.ogg,0.0,5.0,0.9971146583557128,,548639
555086/iNat340439.ogg,0.0,5.0,0.9890238046646118,,555086
65349/iNat1284582.ogg,0.0,5.0,0.9994106292724608,,65349
65349/iNat587073.ogg,0.0,5.0,0.984384298324585,,65349
65349/iNat594937.ogg,0.0,5.0,0.9974597096443176,,65349
65373/iNat32628.ogg,0.0,5.0,0.9551376104354858,,65373
65448/iNat1209895.ogg,0.0,5.0,0.8386434316635132,,65448
65448/iNat313351.ogg,0.0,5.0,0.9770269989967346,,65448
65448/iNat451209.ogg,0.0,5.0,0.9995779395103456,,65448
65448/iNat534822.ogg,0.0,5.0,0.9970933198928832,,65448
65962/iNat81325.ogg,0.0,5.0,0.9701235890388488,,65962
67252/iNat933802.ogg,0.0,5.0,0.9668914675712584,,67252
787625/iNat46261.ogg,0.0,5.0,0.9979432225227356,,787625
868458/CSA34220.ogg,0.0,5.0,0.9554793238639832,,868458
