filename,start_time,end_time,confidence,scientific_name,primary_label
amakin1/XC181742.ogg,0.0,3.0,0.16346271336078644,Cantorchilus leucotis,bubwre1
amakin1/XC412959.ogg,24.0,27.0,0.4814777672290802,Tyrannus melancholicus,trokin
amakin1/XC443449.ogg,3.0,6.0,0.21150068938732147,Vanellus chilensis,soulap1
amakin1/XC745516.ogg,27.0,30.0,0.1277158558368683,Phimosus infuscatus,bafibi1
amakin1/XC745516.ogg,30.0,33.0,0.9829010367393494,Phimosus infuscatus,bafibi1
amakin1/XC745516.ogg,45.0,48.0,0.17077691853046417,Phimosus infuscatus,bafibi1
amekes/XC840764.ogg,24.0,27.0,0.15617333352565765,Pitangus sulphuratus,grekis
ampkin1/XC66018.ogg,0.0,3.0,0.7208099961280823,Camptostoma obsoletum,sobtyr1
ampkin1/XC694924.ogg,18.0,21.0,0.21352984011173248,Poliocrania exsul,chbant1
ampkin1/XC694924.ogg,36.0,39.0,0.15543325245380402,Poliocrania exsul,chbant1
ampkin1/XC694924.ogg,42.0,45.0,0.14204011857509613,Poliocrania exsul,chbant1
bafibi1/XC709781.ogg,3.0,6.0,0.3191262483596802,Sicalis flaveola,saffin
banana/XC121915.ogg,18.0,21.0,0.10877691954374313,Thraupis palmarum,paltan1
banana/XC121915.ogg,33.0,36.0,0.2810768783092499,Thraupis palmarum,paltan1
banana/XC121915.ogg,42.0,45.0,0.13355162739753723,Thraupis palmarum,paltan1
banana/XC155808.ogg,0.0,3.0,0.8837669491767883,Thraupis palmarum,paltan1
banana/XC155808.ogg,3.0,6.0,0.8668991923332214,Thraupis palmarum,paltan1
banana/XC155808.ogg,9.0,12.0,0.6084480285644531,Thraupis palmarum,paltan1
banana/XC155808.ogg,15.0,18.0,0.12451419234275818,Thraupis palmarum,paltan1
banana/XC352977.ogg,27.0,30.0,0.1726347804069519,Tyrannus melancholicus,trokin
banana/XC352977.ogg,36.0,39.0,0.2848187983036041,Pitangus sulphuratus,grekis
banana/XC352977.ogg,42.0,45.0,0.4473568797111511,Tyrannus melancholicus,trokin
banana/XC352977.ogg,45.0,48.0,0.11829263716936111,Tyrannus melancholicus,trokin
